reviewer,vote,hotel,city,nation
 ValeRia,10.0,Balocco Hotel, Arzachena,Italia
 tommystefy,10.0,Balocco Hotel, Arzachena,Italia
VincenzoPPadula,8.0,Hotel Il Castellino Relais,Vieste,Italia
 Mirto L,4.0,Hotel Il Castellino Relais,Vieste,Italia
 ALEMISS,10.0,Hotel Il Castellino Relais,Vieste,Italia
 Matteo B,10.0,Hotel Il Castellino Relais,Vieste,Italia
 ANDREA,10.0,Hotel Il Castellino Relais,Vieste,Italia
Carlotta P,4.0,Camping Arcobaleno, Santa Teresa Gallura,Italia
 Gianfy2014,10.0,Camping Arcobaleno, Santa Teresa Gallura,Italia
 Roberto C,4.0,Camping Arcobaleno, Santa Teresa Gallura,Italia
 Nicoletta T,8.0,Camping Arcobaleno, Santa Teresa Gallura,Italia
SteveG23,6.0,B&B Athena,Calabria,Italia
 Giordana m,8.0,B&B Athena,Calabria,Italia
 helly_198,8.0,B&B Athena,Calabria,Italia
 Annalisa V,10.0,B&B Athena,Calabria,Italia
 JOSEPH C,10.0,B&B Athena,Calabria,Italia
RedStorm86,10.0,Affittacamere II Pozzo, 53100 Isola d'Arbia,Italia
 doinacoman,10.0,Affittacamere II Pozzo, 53100 Isola d'Arbia,Italia
 Uomoeccentrico,10.0,Affittacamere II Pozzo, 53100 Isola d'Arbia,Italia
 Paola F,8.0,Affittacamere II Pozzo, 53100 Isola d'Arbia,Italia
 Antoniotarricone,10.0,Affittacamere II Pozzo, 53100 Isola d'Arbia,Italia
Wendy P,10.0,Dolci Mura Luxury Rooms,Siena,Italia
 Franci_Meirana91,10.0,Dolci Mura Luxury Rooms,Siena,Italia
 Giulia C,10.0,Dolci Mura Luxury Rooms,Siena,Italia
Pbimbo,10.0,Palazzo Mantua Benavides,Padova,Italia
 Chiara B,10.0,Palazzo Mantua Benavides,Padova,Italia
 lauraannanatali,10.0,Palazzo Mantua Benavides,Padova,Italia
 Auctionguys,10.0,Palazzo Mantua Benavides,Padova,Italia
 GandMargs,10.0,Palazzo Mantua Benavides,Padova,Italia
francesco c,8.0,Il Mulinaccio,Arezzo,Italia
 LeonardoManetti,10.0,Il Mulinaccio,Arezzo,Italia
 Stefania C,10.0,Il Mulinaccio,Arezzo,Italia
 GillianBagwell,10.0,Il Mulinaccio,Arezzo,Italia
Katia,10.0,Areaparking Canova, 58100 Marina di Grosseto,Italia
Pistakkione,10.0,Hotel Portofino,Caorle,Italia
 roberto c,10.0,Hotel Portofino,Caorle,Italia
 Cele G,2.0,Hotel Portofino,Caorle,Italia
 Pasquale D,10.0,Hotel Portofino,Caorle,Italia
 LaTilde,2.0,Hotel Portofino,Caorle,Italia
Daniele Adilardi,10.0,Masseria del Tono, Capo Vaticano,Italia
 RiccaM77,10.0,Masseria del Tono, Capo Vaticano,Italia
 Antonio I,10.0,Masseria del Tono, Capo Vaticano,Italia
 1viaggiatrice,10.0,Masseria del Tono, Capo Vaticano,Italia
 Ilaria G,10.0,Masseria del Tono, Capo Vaticano,Italia
3lauretta,10.0,Appartamenti Sonngarten,Castelrotto,Italia
 ccp,10.0,Appartamenti Sonngarten,Castelrotto,Italia
 Francesca B,10.0,Appartamenti Sonngarten,Castelrotto,Italia
 SaraNevermind,10.0,Appartamenti Sonngarten,Castelrotto,Italia
 mirquel,10.0,Appartamenti Sonngarten,Castelrotto,Italia
Davide1980,4.0,Hotel Marvin, 53045 Sant'Albino,Italia
 Top In,8.0,Hotel Marvin, 53045 Sant'Albino,Italia
 Carolina T,4.0,Hotel Marvin, 53045 Sant'Albino,Italia
 Simone_Nicolella,10.0,Hotel Marvin, 53045 Sant'Albino,Italia
 danivr69,8.0,Hotel Marvin, 53045 Sant'Albino,Italia
Manu C,8.0,Hotel Degli Amici,Via Plinio 93-95,Italia
 Paolo M,8.0,Hotel Degli Amici,Via Plinio 93-95,Italia
 Loredana S,8.0,Hotel Degli Amici,Via Plinio 93-95,Italia
 FB99,10.0,Hotel Degli Amici,Via Plinio 93-95,Italia
 Fiorello12,8.0,Hotel Degli Amici,Via Plinio 93-95,Italia
Antonio O,10.0,Nina b&b, 98035 Giardini Naxos,Italia
 metiu1984,10.0,Nina b&b, 98035 Giardini Naxos,Italia
 angelo t,10.0,Nina b&b, 98035 Giardini Naxos,Italia
 annalisa77conte,10.0,Nina b&b, 98035 Giardini Naxos,Italia
 Angela M,10.0,Nina b&b, 98035 Giardini Naxos,Italia
Gianfranco,10.0,Villa Striari,Otranto,Italia
 reotempo1,10.0,Villa Striari,Otranto,Italia
 Anto,10.0,Villa Striari,Otranto,Italia
 AndreaLT_13,8.0,Villa Striari,Otranto,Italia
 tiziano_7,8.0,Villa Striari,Otranto,Italia
Fernando C,10.0,Residence Rivachiara,Garda,Italia
 Michele S,10.0,Residence Rivachiara,Garda,Italia
 Nannalisa_93,10.0,Residence Rivachiara,Garda,Italia
 barbarossa68Varese,10.0,Residence Rivachiara,Garda,Italia
 Helen B,10.0,Residence Rivachiara,Garda,Italia
Alessio,10.0,Hotel Certosa di Maggiano,Siena,Italia
 Dany,10.0,Hotel Certosa di Maggiano,Siena,Italia
 83isabellac,10.0,Hotel Certosa di Maggiano,Siena,Italia
 Arianna,10.0,Hotel Certosa di Maggiano,Siena,Italia
 Lorenzo P,10.0,Hotel Certosa di Maggiano,Siena,Italia
Alessia1805,10.0,B&B Rosso Pila,Trento,Italia
 Roberta B,10.0,B&B Rosso Pila,Trento,Italia
 DJ#4,6.0,B&B Rosso Pila,Trento,Italia
 Alessandra🎨Como,8.0,B&B Rosso Pila,Trento,Italia
 Alessandro B,8.0,B&B Rosso Pila,Trento,Italia
ASCPuglia,2.0,Villa Corazzesi Bed and Breakfast,Siena,Italia
DmitryVlasov1976,10.0,Dimora Marfisa d’Este,Ferrara,Italia
 Erica,10.0,Dimora Marfisa d’Este,Ferrara,Italia
 Fabrizia S,10.0,Dimora Marfisa d’Este,Ferrara,Italia
 Laura L,10.0,Dimora Marfisa d’Este,Ferrara,Italia
Cristiano F,10.0,Camp I Pianelli,Parma,Italia
 elisa c,6.0,Camp I Pianelli,Parma,Italia
 graphib,10.0,Camp I Pianelli,Parma,Italia
 guido p,10.0,Camp I Pianelli,Parma,Italia
 FedericoOrlandini,4.0,Camp I Pianelli,Parma,Italia
Cinzia M,8.0,Rifugio Lagdei,Località Lagdei,Italia
 Pié,8.0,Rifugio Lagdei,Località Lagdei,Italia
 Piergiu,10.0,Rifugio Lagdei,Località Lagdei,Italia
 AlessandroGEG63,8.0,Rifugio Lagdei,Località Lagdei,Italia
 cipalippa,10.0,Rifugio Lagdei,Località Lagdei,Italia
filippo s,8.0,B&B il Giardino delle Meraviglie,Viterbo,Italia
 Alfa08,10.0,B&B il Giardino delle Meraviglie,Viterbo,Italia
Chiara P,10.0,Agriturismo Il Serraglio,Montepulciano,Italia
 Chiarabulga,8.0,Agriturismo Il Serraglio,Montepulciano,Italia
 pallino74,8.0,Agriturismo Il Serraglio,Montepulciano,Italia
 Andrea B,10.0,Agriturismo Il Serraglio,Montepulciano,Italia
 Tombask X,10.0,Agriturismo Il Serraglio,Montepulciano,Italia
balduccibar,10.0,B&B La Ozza,Otranto,Italia
 francesca s,10.0,B&B La Ozza,Otranto,Italia
 Mimmo Gourmeet,8.0,B&B La Ozza,Otranto,Italia
 daianapasel,2.0,B&B La Ozza,Otranto,Italia
 gigi67,10.0,B&B La Ozza,Otranto,Italia
Marcasalvatore,2.0,Otranto Appartaments,C/ Kennedy,Italia
Suzysue222,10.0,B&B Villa Ida,Pescara,Italia
 AngeloFeltrin,10.0,B&B Villa Ida,Pescara,Italia
Roberto R,10.0,Masseria Pittore, 70043 Savelletri,Italia
 DarNa79,10.0,Masseria Pittore, 70043 Savelletri,Italia
 robanza,10.0,Masseria Pittore, 70043 Savelletri,Italia
 gabriella2778,10.0,Masseria Pittore, 70043 Savelletri,Italia
 Francesco S,10.0,Masseria Pittore, 70043 Savelletri,Italia
Alessandra A,10.0,Tenuta donna Rosa,Otranto,Italia
 Frederick,10.0,Tenuta donna Rosa,Otranto,Italia
 582FrancescaCi,10.0,Tenuta donna Rosa,Otranto,Italia
 SimoSpartan,8.0,Tenuta donna Rosa,Otranto,Italia
 valetudo,4.0,Tenuta donna Rosa,Otranto,Italia
Nasky,10.0,Masseria L'Uliveto,Otranto,Italia
 todagi,10.0,Masseria L'Uliveto,Otranto,Italia
 Guenda B,10.0,Masseria L'Uliveto,Otranto,Italia
 Parussini L,4.0,Masseria L'Uliveto,Otranto,Italia
 Raffaella D,8.0,Masseria L'Uliveto,Otranto,Italia
3Franzi_ska3,10.0,Casa Vacanza Nadia,Via Autostrada 1/B,Italia
 83Matita,8.0,Casa Vacanza Nadia,Via Autostrada 1/B,Italia
 Agostino V,10.0,Casa Vacanza Nadia,Via Autostrada 1/B,Italia
 ziatota,8.0,Casa Vacanza Nadia,Via Autostrada 1/B,Italia
 edera811,8.0,Casa Vacanza Nadia,Via Autostrada 1/B,Italia
Tidus1985,10.0,B&B Villa Emma, Olbia,Italia
 stephane s,6.0,B&B Villa Emma, Olbia,Italia
 RYAN D,2.0,B&B Villa Emma, Olbia,Italia
 Aleksander S,4.0,B&B Villa Emma, Olbia,Italia
PierItalia,8.0,La Casa delle Querce,Montepulciano,Italia
 Greta C,10.0,La Casa delle Querce,Montepulciano,Italia
 ProfiloTrip77,6.0,La Casa delle Querce,Montepulciano,Italia
 Compass758186,10.0,La Casa delle Querce,Montepulciano,Italia
 Valerio F,8.0,La Casa delle Querce,Montepulciano,Italia
Lisa74I,8.0,B&B Casa Brunelli, Romagnano,Italia
 Diego B,10.0,B&B Casa Brunelli, Romagnano,Italia
 Gloria C,10.0,B&B Casa Brunelli, Romagnano,Italia
 Andrea Colombo,10.0,B&B Casa Brunelli, Romagnano,Italia
 Stephanie L,10.0,B&B Casa Brunelli, Romagnano,Italia
ommanipadmehum2015,10.0,Hotel garni Snaltnerhof,Ortisei,Italia
 francy_marco,8.0,Hotel garni Snaltnerhof,Ortisei,Italia
 Gianfranco R,10.0,Hotel garni Snaltnerhof,Ortisei,Italia
 Giuseppe Ibello,10.0,Hotel garni Snaltnerhof,Ortisei,Italia
 Anto SF,10.0,Hotel garni Snaltnerhof,Ortisei,Italia
Sonia G,10.0,B&B Daniela, San Teodoro,Italia
 Massimo6993,10.0,B&B Daniela, San Teodoro,Italia
 pmontig,8.0,B&B Daniela, San Teodoro,Italia
 226angela,10.0,B&B Daniela, San Teodoro,Italia
 roberto g,10.0,B&B Daniela, San Teodoro,Italia
ANDREA V,8.0,Villa Italia,Padova,Italia
 matteo060170,4.0,Villa Italia,Padova,Italia
 OrangelinaVE,6.0,Villa Italia,Padova,Italia
 kermit,6.0,Villa Italia,Padova,Italia
 Backstage2013,8.0,Villa Italia,Padova,Italia
LenaD1984,10.0,B&B Camera e Colazione,Ravenna,Italia
 Rosa M,8.0,B&B Camera e Colazione,Ravenna,Italia
 Arianna M,4.0,B&B Camera e Colazione,Ravenna,Italia
 Pablo P,10.0,B&B Camera e Colazione,Ravenna,Italia
 MatteoSuperteo,10.0,B&B Camera e Colazione,Ravenna,Italia
Francesca077,8.0,Residenza Azzurra,Via Carmine 71,Italia
 Stefano V,8.0,Residenza Azzurra,Via Carmine 71,Italia
 Giulio F,8.0,Residenza Azzurra,Via Carmine 71,Italia
 Dina Laurito,10.0,Residenza Azzurra,Via Carmine 71,Italia
 Francesca L,8.0,Residenza Azzurra,Via Carmine 71,Italia
Simona V,8.0,Parco Vacanze Camping Sogno, 54100 Marina di Massa,Italia
 Filippo C,10.0,Parco Vacanze Camping Sogno, 54100 Marina di Massa,Italia
 Alessandro Falliva,10.0,Parco Vacanze Camping Sogno, 54100 Marina di Massa,Italia
 Elena C,10.0,Parco Vacanze Camping Sogno, 54100 Marina di Massa,Italia
 Simona,10.0,Parco Vacanze Camping Sogno, 54100 Marina di Massa,Italia
Ciu65,10.0,Le Terrazze,Otranto,Italia
 FabioF1971,10.0,Le Terrazze,Otranto,Italia
 Maria Teresa M,6.0,Le Terrazze,Otranto,Italia
 MonzaBologna,8.0,Le Terrazze,Otranto,Italia
 Speedy65 S,2.0,Le Terrazze,Otranto,Italia
Laura F,8.0,B & B Lord Byron,Ravenna,Italia
 scheggia882018,10.0,B & B Lord Byron,Ravenna,Italia
 166maurizio,10.0,B & B Lord Byron,Ravenna,Italia
 Gianluca S,10.0,B & B Lord Byron,Ravenna,Italia
 Lisa L,10.0,B & B Lord Byron,Ravenna,Italia
Marco G,8.0,Cesa Ciasates,Canazei,Italia
 ClaBada,6.0,Cesa Ciasates,Canazei,Italia
 magociclo,10.0,Cesa Ciasates,Canazei,Italia
 Giulia F,10.0,Cesa Ciasates,Canazei,Italia
 Piero A,10.0,Cesa Ciasates,Canazei,Italia
Antonella💝🤗,2.0,Casa Trento, Castellammare del Golfo,Italia
 802anita,8.0,Casa Trento, Castellammare del Golfo,Italia
Mario P,8.0,Hotel La Coccinella, Santa Maria di Castellabate,Italia
 CARLABASILE,10.0,Hotel La Coccinella, Santa Maria di Castellabate,Italia
 Benny A,10.0,Hotel La Coccinella, Santa Maria di Castellabate,Italia
 venvenven78,8.0,Hotel La Coccinella, Santa Maria di Castellabate,Italia
 Anna Maria A,8.0,Hotel La Coccinella, Santa Maria di Castellabate,Italia
salvatoredimatteo,10.0,La Locanda del Riccio,Viterbo,Italia
 Dipa72,10.0,La Locanda del Riccio,Viterbo,Italia
 El p,10.0,La Locanda del Riccio,Viterbo,Italia
 Bibiana I,10.0,La Locanda del Riccio,Viterbo,Italia
 FarAway564457,10.0,La Locanda del Riccio,Viterbo,Italia
Millerfamily210,10.0,Casa Pollio,Lubrense,Italia
 TheaNhansen,8.0,Casa Pollio,Lubrense,Italia
 Diego SS,8.0,Casa Pollio,Lubrense,Italia
Raf,8.0,Villa Principe, 38086 Madonna di Campiglio,Italia
 Stefania,10.0,Villa Principe, 38086 Madonna di Campiglio,Italia
 giovanni s,8.0,Villa Principe, 38086 Madonna di Campiglio,Italia
 Mirco P,10.0,Villa Principe, 38086 Madonna di Campiglio,Italia
 Lilly2013_13,10.0,Villa Principe, 38086 Madonna di Campiglio,Italia
ventuxxx,10.0,Al Mare da Francesca, Olbia,Italia
 miss_parker76,10.0,Al Mare da Francesca, Olbia,Italia
 88lucrezia,10.0,Al Mare da Francesca, Olbia,Italia
Margherita L,10.0,B&B Villa Miriam,Calabria,Italia
 Angelo F,2.0,B&B Villa Miriam,Calabria,Italia
 sionorione,10.0,B&B Villa Miriam,Calabria,Italia
LauraAleSM,8.0,Aparthotel Carinzia,Sabbiadoro,Italia
 AlbertoMarentino,8.0,Aparthotel Carinzia,Sabbiadoro,Italia
 Marika T,8.0,Aparthotel Carinzia,Sabbiadoro,Italia
 gala1218,8.0,Aparthotel Carinzia,Sabbiadoro,Italia
 Diomede B,4.0,Aparthotel Carinzia,Sabbiadoro,Italia
Michela D,2.0,La Casa Di Lorenzo,Pescara,Italia
 Roberta,2.0,La Casa Di Lorenzo,Pescara,Italia
Filomena01,6.0,Villa Rosa, Modica,Italia
 Giorgio B,10.0,Villa Rosa, Modica,Italia
 mary672014,10.0,Villa Rosa, Modica,Italia
 Mangino,10.0,Villa Rosa, Modica,Italia
 pierfilippo g,8.0,Villa Rosa, Modica,Italia
Rino,10.0,Villaggio Tramonto,Ricadi,Italia
 Carlo B,10.0,Villaggio Tramonto,Ricadi,Italia
 ciro343,10.0,Villaggio Tramonto,Ricadi,Italia
 Enrico R,10.0,Villaggio Tramonto,Ricadi,Italia
 Feliciana L,10.0,Villaggio Tramonto,Ricadi,Italia
Un membro di TripAdvisor,8.0,Castello Vuillermin,Ligure,Italia
Mimmo E Miriana,10.0,Il Faro Di Accogli Carmela,Taranto,Italia
Prinzaffiro,10.0,Casa Volaterra,Volterra,Italia
 Passport33958704713,10.0,Casa Volaterra,Volterra,Italia
 andrea18071968,8.0,Casa Volaterra,Volterra,Italia
 Elisa B,10.0,Casa Volaterra,Volterra,Italia
 littlevinx,10.0,Casa Volaterra,Volterra,Italia
Filippo B,2.0,Hotel Metropol,Senigallia,Italia
 angelogiovannetti,8.0,Hotel Metropol,Senigallia,Italia
 Alessandro M,8.0,Hotel Metropol,Senigallia,Italia
 massimo t,8.0,Hotel Metropol,Senigallia,Italia
 Svitlana 80,10.0,Hotel Metropol,Senigallia,Italia
Rosario Siragusa,10.0,Casa Siciliana DA 12 a 15, Noto,Italia
 angeTorino,10.0,Casa Siciliana DA 12 a 15, Noto,Italia
 Francesca C,10.0,Casa Siciliana DA 12 a 15, Noto,Italia
 Lucia,10.0,Casa Siciliana DA 12 a 15, Noto,Italia
Lory D,10.0,Residence Palummera, 80075 Forio,Italia
Valentina D,10.0,Trulli del Bosco,Alberobello,Italia
 Lorenzo T,10.0,Trulli del Bosco,Alberobello,Italia
 Tintalle,10.0,Trulli del Bosco,Alberobello,Italia
 340daniele,6.0,Trulli del Bosco,Alberobello,Italia
 valedg89,10.0,Trulli del Bosco,Alberobello,Italia
Kim P,10.0,Il Pero,Arezzo,Italia
 Jenn In Aus,10.0,Il Pero,Arezzo,Italia
 Anne P,10.0,Il Pero,Arezzo,Italia
 luckypepper,10.0,Il Pero,Arezzo,Italia
 LondonTraveller2013,10.0,Il Pero,Arezzo,Italia
teo l,10.0,B&B theBed,Pescara,Italia
 Mattiaz,10.0,B&B theBed,Pescara,Italia
 fabio_volpe83,10.0,B&B theBed,Pescara,Italia
 FRANCESCA,10.0,B&B theBed,Pescara,Italia
 Antonio D,10.0,B&B theBed,Pescara,Italia
SalvatoreC70,6.0,Hotel Grotticelle, 89866 San Nicolo,Italia
 bruna,2.0,Hotel Grotticelle, 89866 San Nicolo,Italia
 105Ivano,6.0,Hotel Grotticelle, 89866 San Nicolo,Italia
 dinorega,8.0,Hotel Grotticelle, 89866 San Nicolo,Italia
 Ariannap,6.0,Hotel Grotticelle, 89866 San Nicolo,Italia
Zim,4.0,The CityHub - Calvi 6a,Via Fratelli Calvi 6A,Italia
sissiturro,8.0,Ossuna Bay Hotel Boutique, Cefalù,Italia
 CarloPatrizia,10.0,Ossuna Bay Hotel Boutique, Cefalù,Italia
 Nut81,6.0,Ossuna Bay Hotel Boutique, Cefalù,Italia
 delena46,10.0,Ossuna Bay Hotel Boutique, Cefalù,Italia
 MauroMassotti,10.0,Ossuna Bay Hotel Boutique, Cefalù,Italia
MrHow,8.0,Il Palazzetto,Montepulciano,Italia
 Thelma9791,8.0,Il Palazzetto,Montepulciano,Italia
 Marc,10.0,Il Palazzetto,Montepulciano,Italia
 abfmxsn,8.0,Il Palazzetto,Montepulciano,Italia
mangy72,10.0,Dimora Antonella Boutique B&B,Ostuni,Italia
 Erny,10.0,Dimora Antonella Boutique B&B,Ostuni,Italia
 Veronica P,10.0,Dimora Antonella Boutique B&B,Ostuni,Italia
 Elena R,10.0,Dimora Antonella Boutique B&B,Ostuni,Italia
 Carmelo B,10.0,Dimora Antonella Boutique B&B,Ostuni,Italia
caramella4260,8.0,Bed and Breakfast Villa Maria,Via E.Gargano,Italia
 Michele O,10.0,Bed and Breakfast Villa Maria,Via E.Gargano,Italia
 Faby P,10.0,Bed and Breakfast Villa Maria,Via E.Gargano,Italia
 Elvira P,10.0,Bed and Breakfast Villa Maria,Via E.Gargano,Italia
 Nicola C,10.0,Bed and Breakfast Villa Maria,Via E.Gargano,Italia
Brunochicks,8.0,B&B La Quiete di Viterbo,Viterbo,Italia
 Roberto M,6.0,B&B La Quiete di Viterbo,Viterbo,Italia
 Mauro C,10.0,B&B La Quiete di Viterbo,Viterbo,Italia
 ANGELICA P,10.0,B&B La Quiete di Viterbo,Viterbo,Italia
 1su1milione,10.0,B&B La Quiete di Viterbo,Viterbo,Italia
331gabrieleb,10.0,Villa Angelica,Garda,Italia
 rosa p,2.0,Villa Angelica,Garda,Italia
 JohnGermany,10.0,Villa Angelica,Garda,Italia
 RSDB,10.0,Villa Angelica,Garda,Italia
 MATTANG87,10.0,Villa Angelica,Garda,Italia
AS84AS82,6.0,Hotel Bel Soggiorno,Gimignano,Italia
 Meg84,8.0,Hotel Bel Soggiorno,Gimignano,Italia
 pao,8.0,Hotel Bel Soggiorno,Gimignano,Italia
 Nicco M,10.0,Hotel Bel Soggiorno,Gimignano,Italia
 EigerNorthFace,8.0,Hotel Bel Soggiorno,Gimignano,Italia
ItaloPalermo,10.0,Capri Inn, Capri,Italia
 iacuelli,8.0,Capri Inn, Capri,Italia
 Mara D,10.0,Capri Inn, Capri,Italia
 theredskin2018,8.0,Capri Inn, Capri,Italia
 gabri.crl,10.0,Capri Inn, Capri,Italia
francesca c,8.0,Hotel Angelica,Livigno,Italia
 Alessandro P,10.0,Hotel Angelica,Livigno,Italia
 michi_mimi,10.0,Hotel Angelica,Livigno,Italia
 Volpevb,10.0,Hotel Angelica,Livigno,Italia
 Paolaonofri,2.0,Hotel Angelica,Livigno,Italia
giorgio b,10.0,Central Rin,Livigno,Italia
tamara g,8.0,White Hotel,Vieste,Italia
 Monica,8.0,White Hotel,Vieste,Italia
 simonedf81,10.0,White Hotel,Vieste,Italia
 Fabiopolo,10.0,White Hotel,Vieste,Italia
 RAF,6.0,White Hotel,Vieste,Italia
gianpaolo d,2.0,Hotel Graf Von Meran,Merano,Italia
 Eleonora13979,6.0,Hotel Graf Von Meran,Merano,Italia
 CinziaDM87,4.0,Hotel Graf Von Meran,Merano,Italia
 Nicol F,2.0,Hotel Graf Von Meran,Merano,Italia
 Marino G,6.0,Hotel Graf Von Meran,Merano,Italia
569giancarlom,4.0,San Vito, 80075 Forio,Italia
 Veronica C,2.0,San Vito, 80075 Forio,Italia
 Stefano M,4.0,San Vito, 80075 Forio,Italia
 Avarius,2.0,San Vito, 80075 Forio,Italia
 martariella,8.0,San Vito, 80075 Forio,Italia
Francesco M,10.0,B&B Marghi e Carol, Noto,Italia
 Patriziatersigni,10.0,B&B Marghi e Carol, Noto,Italia
 gigio1987,10.0,B&B Marghi e Carol, Noto,Italia
 PeppinoeMarialaura,10.0,B&B Marghi e Carol, Noto,Italia
 Maryarturo,10.0,B&B Marghi e Carol, Noto,Italia
manumella90,8.0,De Calboli Guest House,Grosseto,Italia
 Sandrunners,10.0,De Calboli Guest House,Grosseto,Italia
 svottus,2.0,De Calboli Guest House,Grosseto,Italia
 misterveint,6.0,De Calboli Guest House,Grosseto,Italia
Lorenzo 63,10.0,Agriturismo Vallarsa, Alberese,Italia
 MariaTeresaeLaura,8.0,Agriturismo Vallarsa, Alberese,Italia
 danielagioco56,10.0,Agriturismo Vallarsa, Alberese,Italia
 Elena Z,10.0,Agriturismo Vallarsa, Alberese,Italia
 paolo modena,10.0,Agriturismo Vallarsa, Alberese,Italia
pinchimg,10.0,Sassi Bianchi,Gimignano,Italia
 CarmenSita29,10.0,Sassi Bianchi,Gimignano,Italia
 Matteo Z,8.0,Sassi Bianchi,Gimignano,Italia
 Federico G,10.0,Sassi Bianchi,Gimignano,Italia
 rdangeriii,10.0,Sassi Bianchi,Gimignano,Italia
tessi1980,8.0,Cascina Respaù Ostello,Como,Italia
 Roberto A,8.0,Cascina Respaù Ostello,Como,Italia
 IL C,8.0,Cascina Respaù Ostello,Como,Italia
 Alessandro,10.0,Cascina Respaù Ostello,Como,Italia
 Valeriano1942,6.0,Cascina Respaù Ostello,Como,Italia
seda,10.0,Bed and Breakfast Il Desco,Via del Guerino 16,Italia
 E507,8.0,Bed and Breakfast Il Desco,Via del Guerino 16,Italia
 Kjoleary,10.0,Bed and Breakfast Il Desco,Via del Guerino 16,Italia
 Lavera_la,8.0,Bed and Breakfast Il Desco,Via del Guerino 16,Italia
 Ilaria D,8.0,Bed and Breakfast Il Desco,Via del Guerino 16,Italia
Gubbio77,10.0,Agriturismo Equiturismo La Fattoria,Gubbio,Italia
 barbara o,10.0,Agriturismo Equiturismo La Fattoria,Gubbio,Italia
 Serena P,10.0,Agriturismo Equiturismo La Fattoria,Gubbio,Italia
 Fabio D,10.0,Agriturismo Equiturismo La Fattoria,Gubbio,Italia
 Judith C,10.0,Agriturismo Equiturismo La Fattoria,Gubbio,Italia
KateBasingstoke,8.0,Albatros Club Hotel, Arzachena,Italia
florentia61,10.0,Residence La Rondula,Ortisei,Italia
 William S,10.0,Residence La Rondula,Ortisei,Italia
 481antonellar67,10.0,Residence La Rondula,Ortisei,Italia
 guarisere,10.0,Residence La Rondula,Ortisei,Italia
 Trendy R,10.0,Residence La Rondula,Ortisei,Italia
pina,10.0,Hotel La Sirenetta, 98035 Giardini Naxos,Italia
 giulia,10.0,Hotel La Sirenetta, 98035 Giardini Naxos,Italia
 Marilù L,2.0,Hotel La Sirenetta, 98035 Giardini Naxos,Italia
 antonellaleocatastellin,10.0,Hotel La Sirenetta, 98035 Giardini Naxos,Italia
 Nick N,6.0,Hotel La Sirenetta, 98035 Giardini Naxos,Italia
serecicas,10.0,Le Case di Sofia, Marsala,Italia
 CleriFamily,10.0,Le Case di Sofia, Marsala,Italia
Roberto G,10.0,Terme di Saturnia Natural Spa & Golf Resort, 58014 Saturnia,Italia
 LightPacker649534,8.0,Terme di Saturnia Natural Spa & Golf Resort, 58014 Saturnia,Italia
 Elisa B,2.0,Terme di Saturnia Natural Spa & Golf Resort, 58014 Saturnia,Italia
 pasquale p,8.0,Terme di Saturnia Natural Spa & Golf Resort, 58014 Saturnia,Italia
 Emanuele,10.0,Terme di Saturnia Natural Spa & Golf Resort, 58014 Saturnia,Italia
Agnieszka Kubiak,10.0,Casa Guarnati,Malcesine,Italia
 Dalia770,10.0,Casa Guarnati,Malcesine,Italia
 anna c,10.0,Casa Guarnati,Malcesine,Italia
 anna c,10.0,Casa Guarnati,Malcesine,Italia
 storeMilano,6.0,Casa Guarnati,Malcesine,Italia
supergiaf,8.0,La Maison A La Mer,Via Galizia Ignazio 2,Italia
 Chantal N,2.0,La Maison A La Mer,Via Galizia Ignazio 2,Italia
 MeroutyBibi,6.0,La Maison A La Mer,Via Galizia Ignazio 2,Italia
silvia c,8.0,La Finestra Sul Mare, 73059 Lido Marini,Italia
Stefano B,8.0,Aparthotel Imperial, 30028 Bibione,Italia
 Manitani,10.0,Aparthotel Imperial, 30028 Bibione,Italia
 Alessandra F,8.0,Aparthotel Imperial, 30028 Bibione,Italia
 Silvia,6.0,Aparthotel Imperial, 30028 Bibione,Italia
 Elena C,10.0,Aparthotel Imperial, 30028 Bibione,Italia
Dan G,2.0,Hotel al Giardinetto,Padova,Italia
 RenatoC3,8.0,Hotel al Giardinetto,Padova,Italia
 Anna L,10.0,Hotel al Giardinetto,Padova,Italia
 broccolo b,8.0,Hotel al Giardinetto,Padova,Italia
 Lavivy,6.0,Hotel al Giardinetto,Padova,Italia
cippilini16,8.0,Country House Ostuni,Ostuni,Italia
Marta S,6.0,Al Marinaio Trento,Trento,Italia
 axtolf,2.0,Al Marinaio Trento,Trento,Italia
 francesca c,2.0,Al Marinaio Trento,Trento,Italia
 whornet,4.0,Al Marinaio Trento,Trento,Italia
 PDF7609,6.0,Al Marinaio Trento,Trento,Italia
DAVIDE g,10.0,Camping Luni, 54100 Marina di Massa,Italia
 Bianca2012,2.0,Camping Luni, 54100 Marina di Massa,Italia
 Giovanni220378,10.0,Camping Luni, 54100 Marina di Massa,Italia
